Time (UTCG),x (km),y (km),z (km),vx (km/sec),vy (km/sec),vz (km/sec)
3470.00,-5798.961613,-675.887712,-3862.022787,4.226561,-1.089131,-6.155721
3480.00,-5756.412484,-686.712167,-3923.282008,4.293622,-1.081234,-6.110537
3490.00,-5713.196047,-697.457225,-3984.086388,4.360185,-1.073212,-6.064645
3500.00,-5669.317312,-708.121645,-4044.428878,4.426243,-1.065065,-6.018051
3510.00,-5624.781366,-718.704194,-4104.302483,4.491787,-1.056796,-5.970758
3520.00,-5579.593371,-729.203648,-4163.70026,4.556811,-1.048404,-5.922773
3530.00,-5533.758566,-739.618792,-4222.615324,4.621307,-1.039891,-5.874102
3540.00,-5487.282264,-749.948424,-4281.040844,4.685267,-1.031258,-5.824749
3550.00,-5440.169854,-760.191348,-4338.970048,4.748683,-1.022505,-5.774722
3560.00,-5392.426796,-770.34638,-4396.396218,4.81155,-1.013635,-5.724024
3570.00,-5344.058625,-780.412346,-4453.312698,4.873858,-1.004647,-5.672664
3580.00,-5295.070948,-790.388082,-4509.712889,4.935602,-0.995543,-5.620645
3590.00,-5245.469443,-800.272436,-4565.590252,4.996773,-0.986324,-5.567975
3600.00,-5195.259862,-810.064263,-4620.938309,5.057365,-0.976991,-5.514659
3610.00,-5144.448025,-819.762432,-4675.750643,5.117371,-0.967545,-5.460704
3620.00,-5093.039821,-829.365822,-4730.0209,5.176784,-0.957987,-5.406116
3630.00,-5041.041211,-838.873322,-4783.742788,5.235596,-0.948318,-5.350902
3640.00,-4988.458221,-848.283832,-4836.910079,5.293802,-0.938539,-5.295066
3650.00,-4935.296949,-857.596266,-4889.516609,5.351393,-0.928653,-5.238617
3660.00,-4881.563556,-866.809546,-4941.556279,5.408365,-0.918658,-5.181561
3670.00,-4827.264272,-875.922607,-4993.023056,5.46471,-0.908558,-5.123904
3680.00,-4772.40539,-884.934395,-5043.910973,5.520421,-0.898352,-5.065653
3690.00,-4716.993272,-893.843868,-5094.214131,5.575492,-0.888043,-5.006815
3700.00,-4661.034339,-902.649997,-5143.926698,5.629917,-0.877631,-4.947396
3710.00,-4604.53508,-911.351762,-5193.04291,5.683689,-0.867117,-4.887403
3720.00,-4547.502044,-919.948158,-5241.557073,5.736802,-0.856503,-4.826844
3730.00,-4489.941842,-928.438192,-5289.463563,5.78925,-0.845791,-4.765726
3740.00,-4431.861147,-936.82088,-5336.756825,5.841027,-0.83498,-4.704055
3750.00,-4373.266692,-945.095255,-5383.431378,5.892127,-0.824073,-4.641838
3760.00,-4314.16527,-953.260359,-5429.481809,5.942544,-0.81307,-4.579083
3770.00,-4254.563731,-961.315248,-5474.90278,5.992272,-0.801974,-4.515798
3780.00,-4194.468985,-969.258992,-5519.689025,6.041306,-0.790785,-4.451989
3790.00,-4133.887999,-977.090671,-5563.835352,6.089639,-0.779504,-4.387664
3800.00,-4072.827796,-984.80938,-5607.336643,6.137266,-0.768133,-4.32283
3810.00,-4011.295453,-992.414227,-5650.187855,6.184182,-0.756674,-4.257495
3820.00,-3949.298103,-999.904332,-5692.384019,6.23038,-0.745127,-4.191666
3830.00,-3886.842935,-1007.278829,-5733.920244,6.275857,-0.733493,-4.125352
3840.00,-3823.937187,-1014.536866,-5774.791714,6.320606,-0.721775,-4.058559
3850.00,-3760.588153,-1021.677603,-5814.99369,6.364622,-0.709974,-3.991296
3860.00,-3696.803175,-1028.700215,-5854.521513,6.407901,-0.69809,-3.92357
3870.00,-3632.589649,-1035.60389,-5893.3706,6.450436,-0.686126,-3.855389
3880.00,-3567.955017,-1042.38783,-5931.536446,6.492224,-0.674082,-3.786761
3890.00,-3502.906773,-1049.05125,-5969.014627,6.53326,-0.661961,-3.717694
3900.00,-3437.452458,-1055.593379,-6005.800797,6.573538,-0.649763,-3.648196
3910.00,-3371.599659,-1062.013462,-6041.890693,6.613053,-0.63749,-3.578275
3920.00,-3305.356009,-1068.310756,-6077.28013,6.651803,-0.625143,-3.507939
3930.00,-3238.729189,-1074.484533,-6111.965005,6.689781,-0.612723,-3.437197
3940.00,-3171.726922,-1080.53408,-6145.941297,6.726984,-0.600233,-3.366056
3950.00,-3104.356976,-1086.458696,-6179.205068,6.763406,-0.587674,-3.294525
3960.00,-3036.627159,-1092.257696,-6211.75246,6.799045,-0.575046,-3.222612
3970.00,-2968.545324,-1097.930411,-6243.5797,6.833896,-0.562353,-3.150325
3980.00,-2900.119363,-1103.476184,-6274.683099,6.867954,-0.549594,-3.077673
3990.00,-2831.357207,-1108.894374,-6305.059051,6.901216,-0.536771,-3.004664
4000.00,-2762.266829,-1114.184354,-6334.704033,6.933679,-0.523887,-2.931307
4010.00,-2692.856238,-1119.345514,-6363.61461,6.965337,-0.510942,-2.85761
4020.00,-2623.13348,-1124.377256,-6391.787429,6.996188,-0.497937,-2.783582
4030.00,-2553.106637,-1129.278998,-6419.219224,7.026228,-0.484876,-2.709231
4040.00,-2482.783827,-1134.050173,-6445.906815,7.055454,-0.471758,-2.634566
4050.00,-2412.173203,-1138.690231,-6471.847109,7.083861,-0.458586,-2.559596
4060.00,-2341.28295,-1143.198634,-6497.037096,7.111447,-0.44536,-2.484329
4070.00,-2270.121285,-1147.574861,-6521.473858,7.138209,-0.432083,-2.408773
4080.00,-2198.696459,-1151.818407,-6545.154562,7.164144,-0.418756,-2.332939
4090.00,-2127.016751,-1155.92878,-6568.076461,7.189248,-0.405381,-2.256834
4100.00,-2055.090471,-1159.905505,-6590.236898,7.213519,-0.391959,-2.180468
4110.00,-1982.925955,-1163.748123,-6611.633305,7.236953,-0.378492,-2.103848
4120.00,-1910.531571,-1167.456188,-6632.263201,7.259548,-0.36498,-2.026985
4130.00,-1837.915711,-1171.029274,-6652.124193,7.281302,-0.351427,-1.949887
4140.00,-1765.086791,-1174.466965,-6671.21398,7.302212,-0.337833,-1.872562
4150.00,-1692.053256,-1177.768865,-6689.530348,7.322275,-0.3242,-1.795021
4160.00,-1618.823571,-1180.934592,-6707.071174,7.34149,-0.310529,-1.717271
4170.00,-1545.406226,-1183.963781,-6723.834424,7.359853,-0.296823,-1.639323
4180.00,-1471.80973,-1186.856079,-6739.818155,7.377363,-0.283082,-1.561184
4190.00,-1398.042617,-1189.611154,-6755.020514,7.394018,-0.269308,-1.482865
4200.00,-1324.113437,-1192.228687,-6769.439738,7.409816,-0.255504,-1.404373
4210.00,-1250.03076,-1194.708375,-6783.074155,7.424755,-0.241669,-1.325719
4220.00,-1175.803175,-1197.049931,-6795.922186,7.438833,-0.227807,-1.246911
4230.00,-1101.439286,-1199.253084,-6807.98234,7.452049,-0.213919,-1.167958
4240.00,-1026.947714,-1201.317581,-6819.253219,7.464401,-0.200005,-1.08887
4250.00,-952.337095,-1203.243181,-6829.733516,7.475888,-0.186069,-1.009656
4260.00,-877.616076,-1205.029663,-6839.422018,7.486508,-0.172111,-0.930324
4270.00,-802.793321,-1206.67682,-6848.317599,7.49626,-0.158133,-0.850885
4280.00,-727.877503,-1208.184461,-6856.419229,7.505143,-0.144137,-0.771347
4290.00,-652.877307,-1209.552412,-6863.72597,7.513156,-0.130125,-0.69172
4300.00,-577.801427,-1210.780515,-6870.236972,7.520298,-0.116097,-0.612013
4310.00,-502.658566,-1211.868627,-6875.951483,7.526568,-0.102056,-0.532234
4320.00,-427.457436,-1212.816624,-6880.868839,7.531966,-0.088003,-0.452394
4330.00,-352.206753,-1213.624395,-6884.98847,7.536491,-0.073939,-0.372501
4340.00,-276.915241,-1214.291847,-6888.309899,7.540142,-0.059868,-0.292566
4350.00,-201.591628,-1214.818903,-6890.83274,7.542919,-0.045789,-0.212596
4360.00,-126.244646,-1215.205501,-6892.556701,7.544822,-0.031705,-0.132602
4370.00,-50.88303,-1215.451598,-6893.481583,7.545849,-0.017617,-0.052592
4380.00,24.484484,-1215.557164,-6893.607277,7.546003,-0.003528,0.027424
4390.00,99.84916,-1215.522187,-6892.93377,7.545281,0.010563,0.107436
4400.00,175.20226,-1215.346672,-6891.461139,7.543685,0.024651,0.187436
4410.00,250.535049,-1215.030639,-6889.189556,7.541214,0.038737,0.267415
4420.00,325.838795,-1214.574123,-6886.119283,7.537869,0.052819,0.347362
4430.00,401.104768,-1213.977179,-6882.250677,7.53365,0.066894,0.427269
4440.00,476.324243,-1213.239874,-6877.584185,7.528558,0.080962,0.507127
4450.00,551.4885,-1212.362295,-6872.12035,7.522593,0.095021,0.586926
4460.00,626.588826,-1211.344542,-6865.859804,7.515756,0.109068,0.666657
4470.00,701.616514,-1210.186733,-6858.803273,7.508048,0.123103,0.74631
4480.00,776.562867,-1208.889002,-6850.951576,7.49947,0.137123,0.825877
4490.00,851.419198,-1207.4515,-6842.305622,7.490022,0.151128,0.905348
4500.00,926.176828,-1205.874391,-6832.866414,7.479706,0.165115,0.984714
4510.00,1000.827091,-1204.157859,-6822.635047,7.468522,0.179083,1.063966
4520.00,1075.361334,-1202.302103,-6811.612706,7.456473,0.193031,1.143095
4530.00,1149.770916,-1200.307335,-6799.800669,7.44356,0.206956,1.222091
4540.00,1224.047211,-1198.173788,-6787.200306,7.429783,0.220857,1.300946
4550.00,1298.181608,-1195.901708,-6773.813078,7.415146,0.234733,1.37965
4560.00,1372.165515,-1193.491357,-6759.640536,7.399649,0.248581,1.458193
4570.00,1445.990354,-1190.943014,-6744.684324,7.383294,0.262401,1.536568
4580.00,1519.647567,-1188.256974,-6728.946176,7.366083,0.27619,1.614765
4590.00,1593.128615,-1185.433547,-6712.427915,7.348018,0.289948,1.692774
4600.00,1666.424981,-1182.47306,-6695.131458,7.329101,0.303672,1.770587
4610.00,1739.528168,-1179.375855,-6677.05881,7.309335,0.317361,1.848195
4620.00,1812.4297,-1176.14229,-6658.212065,7.288721,0.331013,1.925589
4630.00,1885.121127,-1172.772738,-6638.593408,7.267263,0.344627,2.002759
4640.00,1957.594023,-1169.26759,-6618.205115,7.244962,0.358201,2.079697
4650.00,2029.839986,-1165.627251,-6597.049548,7.221821,0.371734,2.156394
4660.00,2101.85064,-1161.852141,-6575.129161,7.197843,0.385223,2.232841
4670.00,2173.617639,-1157.942698,-6552.446495,7.173031,0.398668,2.309029
4680.00,2245.132662,-1153.899372,-6529.004179,7.147387,0.412068,2.38495
4690.00,2316.387419,-1149.722632,-6504.804931,7.120914,0.425419,2.460594
4700.00,2387.37365,-1145.412959,-6479.851557,7.093616,0.438721,2.535952
4710.00,2458.083127,-1140.970854,-6454.14695,7.065496,0.451973,2.611017
4720.00,2528.507651,-1136.396828,-6427.694089,7.036556,0.465172,2.685779
4730.00,2598.63906,-1131.691412,-6400.496042,7.006801,0.478317,2.76023
4740.00,2668.469223,-1126.855149,-6372.555961,6.976234,0.491408,2.83436
4750.00,2737.990045,-1121.888597,-6343.877087,6.944858,0.504441,2.908162
4760.00,2807.193467,-1116.792332,-6314.462742,6.912677,0.517416,2.981627
4770.00,2876.071467,-1111.566942,-6284.316339,6.879694,0.530331,3.054747
4780.00,2944.61606,-1106.213033,-6253.441371,6.845914,0.543185,3.127512
4790.00,3012.8193,-1100.731221,-6221.841419,6.811341,0.555976,3.199914
4800.00,3080.673281,-1095.122142,-6189.520145,6.775977,0.568703,3.271946
4810.00,3148.170136,-1089.386444,-6156.481298,6.739829,0.581364,3.343598
4820.00,3215.302042,-1083.52479,-6122.728706,6.702899,0.593958,3.414862
4830.00,3282.061216,-1077.537858,-6088.266283,6.665192,0.606483,3.485731
4840.00,3348.439919,-1071.42634,-6053.098026,6.626712,0.618938,3.556195
4850.00,3414.430456,-1065.190942,-6017.228009,6.587464,0.631322,3.626248
4860.00,3480.025177,-1058.832386,-5980.660394,6.547452,0.643632,3.69588
4870.00,3545.216479,-1052.351406,-5943.399418,6.506682,0.655868,3.765083
4880.00,3609.996803,-1045.748752,-5905.449401,6.465157,0.668029,3.83385
4890.00,3674.358641,-1039.025187,-5866.814744,6.422883,0.680112,3.902172
4900.00,3738.294531,-1032.181489,-5827.499925,6.379864,0.692116,3.970042
4910.00,3801.797062,-1025.218449,-5787.509502,6.336105,0.704041,4.037452
4920.00,3864.858871,-1018.136871,-5746.848111,6.291612,0.715884,4.104394
4930.00,3927.47265,-1010.937575,-5705.520468,6.24639,0.727644,4.170859
4940.00,3989.631138,-1003.621393,-5663.531361,6.200444,0.73932,4.236842
4950.00,4051.327131,-996.189171,-5620.885661,6.153778,0.75091,4.302333
4960.00,4112.553477,-988.641768,-5577.58831,6.1064,0.762414,4.367325
4970.00,4173.303077,-980.980057,-5533.644329,6.058313,0.77383,4.431811
4980.00,4233.56889,-973.204924,-5489.058811,6.009524,0.785156,4.495783
4990.00,4293.343929,-965.317266,-5443.836927,5.960039,0.796391,4.559234
5000.00,4352.621265,-957.317998,-5397.983918,5.909863,0.807535,4.622156
5010.00,4411.394026,-949.208042,-5351.505101,5.859001,0.818585,4.684543
5020.00,4469.655399,-940.988338,-5304.405863,5.807461,0.82954,4.746386
5030.00,4527.39863,-932.659834,-5256.691667,5.755247,0.8404,4.80768
5040.00,4584.617025,-924.223495,-5208.368042,5.702366,0.851162,4.868415
5050.00,4641.303952,-915.680296,-5159.440592,5.648824,0.861826,4.928587
5060.00,4697.452838,-907.031223,-5109.914989,5.594627,0.87239,4.988187
5070.00,4753.057176,-898.277278,-5059.796974,5.539781,0.882853,5.047209
5080.00,4808.110518,-889.419473,-5009.092358,5.484294,0.893214,5.105645
5090.00,4862.606483,-880.458831,-4957.807019,5.42817,0.903472,5.16349
5100.00,4916.538754,-871.396388,-4905.946903,5.371418,0.913626,5.220736
5110.00,4969.901078,-862.233193,-4853.518023,5.314042,0.923674,5.277376
5120.00,5022.68727,-852.970304,-4800.526456,5.256051,0.933615,5.333405
5130.00,5074.89121,-843.608793,-4746.978346,5.19745,0.943448,5.388816
5140.00,5126.506846,-834.149742,-4692.879901,5.138247,0.953172,5.443602
5150.00,5177.528196,-824.594245,-4638.237393,5.078448,0.962786,5.497757
5160.00,5227.949344,-814.943406,-4583.057157,5.018061,0.972289,5.551274
5170.00,5277.764445,-805.198341,-4527.34559,4.957091,0.981679,5.604148
5180.00,5326.967725,-795.360177,-4471.109151,4.895547,0.990955,5.656372
5190.00,5375.553481,-785.430051,-4414.35436,4.833436,1.000118,5.70794
5200.00,5423.516078,-775.409112,-4357.087796,4.770764,1.009164,5.758847
5210.00,5470.849958,-765.298519,-4299.316098,4.707539,1.018094,5.809086
5220.00,5517.549634,-755.099439,-4241.045965,4.643769,1.026906,5.858651
5230.00,5563.609691,-744.813052,-4182.284152,4.57946,1.035599,5.907538
5240.00,5609.02479,-734.440548,-4123.03747,4.51462,1.044173,5.955739
5250.00,5653.789668,-723.983125,-4063.31279,4.449257,1.052626,6.00325
5260.00,5697.899133,-713.441994,-4003.117035,4.383378,1.060957,6.050065
5270.00,5741.348073,-702.818372,-3942.457183,4.316992,1.069165,6.096178
5280.00,5784.131451,-692.113488,-3881.340268,4.250104,1.07725,6.141585
5290.00,5826.244308,-681.328579,-3819.773374,4.182724,1.085211,6.18628
5300.00,5867.681762,-670.464893,-3757.76364,4.114859,1.093045,6.230257
5310.00,5908.439008,-659.523685,-3695.318254,4.046517,1.100754,6.273513
5320.00,5948.511323,-648.506221,-3632.444456,3.977706,1.108335,6.316041
5330.00,5987.89406,-637.413774,-3569.149535,3.908434,1.115788,6.357836
5340.00,6026.582655,-626.247627,-3505.44083,3.838708,1.123112,6.398895
5350.00,6064.572623,-615.009071,-3441.325725,3.768538,1.130307,6.439212
5360.00,6101.859559,-603.699405,-3376.811655,3.697931,1.13737,6.478782
5370.00,6138.439141,-592.319937,-3311.906099,3.626895,1.144302,6.517601
5380.00,6174.307129,-580.871982,-3246.616581,3.555439,1.151102,6.555665
5390.00,6209.459364,-569.356864,-3180.95067,3.483571,1.157768,6.592968
5400.00,6243.891772,-557.775915,-3114.915981,3.411298,1.164301,6.629507
5410.00,6277.600362,-546.130473,-3048.520167,3.338631,1.170699,6.665278
5420.00,6310.581224,-534.421885,-2981.770927,3.265576,1.176962,6.700276
5430.00,6342.830537,-522.651504,-2914.675999,3.192143,1.183089,6.734497
5440.00,6374.344562,-510.820692,-2847.243162,3.118339,1.189079,6.767937
5450.00,6405.119646,-498.930816,-2779.480233,3.044174,1.194931,6.800593
5460.00,6435.15222,-486.983251,-2711.395069,2.969657,1.200646,6.83246
5470.00,6464.438804,-474.979379,-2642.995563,2.894795,1.206221,6.863535
5480.00,6492.976002,-462.920586,-2574.289644,2.819597,1.211657,6.893815
5490.00,6520.760506,-450.808268,-2505.285278,2.744073,1.216953,6.923295
5500.00,6547.789096,-438.643825,-2435.990465,2.66823,1.222108,6.951972
5510.00,6574.058638,-426.428663,-2366.413239,2.592078,1.227122,6.979844
5520.00,6599.566087,-414.164195,-2296.561666,2.515626,1.231994,7.006906
5530.00,6624.308486,-401.851838,-2226.443844,2.438882,1.236724,7.033156
5540.00,6648.282966,-389.493016,-2156.067902,2.361855,1.241311,7.058591
5550.00,6671.486749,-377.089158,-2085.441998,2.284555,1.245754,7.083207
5560.00,6693.917144,-364.641699,-2014.574322,2.20699,1.250053,7.107002
5570.00,6715.571552,-352.152076,-1943.473089,2.129169,1.254207,7.129974
5580.00,6736.447462,-339.621735,-1872.146541,2.051101,1.258217,7.152118
5590.00,6756.542454,-327.052124,-1800.602949,1.972795,1.262081,7.173434
5600.00,6775.854198,-314.444697,-1728.850606,1.89426,1.265799,7.193918
5610.00,6794.380457,-301.80091,-1656.897831,1.815506,1.269371,7.213567
5620.00,6812.119081,-289.122226,-1584.752965,1.736542,1.272796,7.232381
5630.00,6829.068016,-276.410111,-1512.424373,1.657376,1.276074,7.250356
5640.00,6845.225296,-263.666035,-1439.920441,1.578018,1.279204,7.26749
5650.00,6860.589047,-250.891471,-1367.249572,1.498477,1.282187,7.283782
5660.00,6875.15749,-238.087895,-1294.420194,1.418763,1.285021,7.29923
5670.00,6888.928935,-225.256789,-1221.440749,1.338884,1.287706,7.313831
5680.00,6901.901786,-212.399635,-1148.319697,1.25885,1.290243,7.327584
5690.00,6914.074539,-199.517921,-1075.065516,1.178669,1.292631,7.340488
5700.00,6925.445783,-186.613136,-1001.686699,1.098353,1.294869,7.352541
5710.00,6936.014199,-173.686771,-928.191753,1.017909,1.296957,7.363741
5720.00,6945.778563,-160.740322,-854.589198,0.937346,1.298896,7.374088
5730.00,6954.737743,-147.775285,-780.887567,0.856676,1.300684,7.38358
5740.00,6962.890699,-134.793159,-707.095406,0.775906,1.302322,7.392215
5750.00,6970.236488,-121.795445,-633.221267,0.695046,1.303809,7.399994
5760.00,6976.774257,-108.783646,-559.273718,0.614105,1.305146,7.406915
5770.00,6982.503248,-95.759266,-485.261329,0.533093,1.306331,7.412977
5780.00,6987.422797,-82.723812,-411.192683,0.45202,1.307366,7.41818
5790.00,6991.532335,-69.67879,-337.076365,0.370894,1.308249,7.422523
5800.00,6994.831384,-56.625709,-262.920969,0.289725,1.308982,7.426005
5810.00,6997.319563,-43.566077,-188.735091,0.208522,1.309562,7.428626
5820.00,6998.996582,-30.501405,-114.527332,0.127295,1.309992,7.430386
5830.00,6999.862248,-17.433204,-40.306296,0.046054,1.31027,7.431285
5840.00,6999.916459,-4.362984,33.919413,-0.035193,1.310396,7.431322
5850.00,6999.159211,8.707744,108.141189,-0.116436,1.310371,7.430497
5860.00,6997.59059,21.777468,182.350428,-0.197665,1.310195,7.428811
5870.00,6995.210778,34.844678,256.538527,-0.278871,1.309867,7.426264
5880.00,6992.020052,47.907862,330.696884,-0.360045,1.309387,7.422856
5890.00,6988.018781,60.96551,404.816903,-0.441178,1.308756,7.418587
5900.00,6983.207429,74.016112,478.889989,-0.522259,1.307974,7.413459
5910.00,6977.586553,87.05816,552.907556,-0.60328,1.307041,7.40747
5920.00,6971.156807,100.090145,626.861022,-0.68423,1.305956,7.400623
5930.00,6963.918933,113.110561,700.741814,-0.765101,1.304721,7.392918
5940.00,6955.873773,126.117902,774.541366,-0.845884,1.303334,7.384356
5950.00,6947.022258,139.110665,848.251123,-0.926569,1.301797,7.374938
5960.00,6937.365415,152.087347,921.862539,-1.007146,1.30011,7.364665
5970.00,6926.904362,165.046448,995.36708,-1.087606,1.298272,7.353538
5980.00,6915.640314,177.986469,1068.756224,-1.167941,1.296284,7.341559
5990.00,6903.574575,190.905915,1142.021464,-1.24814,1.294146,7.328728
6000.00,6890.708544,203.803292,1215.154304,-1.328194,1.291859,7.315048
6010.00,6877.043713,216.677107,1288.146268,-1.408094,1.289422,7.300519
6020.00,6862.581665,229.525874,1360.988891,-1.487831,1.286836,7.285145
6030.00,6847.324078,242.348107,1433.67373,-1.567396,1.284101,7.268925
6040.00,6831.27272,255.142322,1506.192358,-1.646779,1.281218,7.251863
6050.00,6814.429452,267.907041,1578.536368,-1.725971,1.278186,7.233961
6060.00,6796.796226,280.640787,1650.697372,-1.804962,1.275007,7.215219
6070.00,6778.375086,293.342089,1722.667004,-1.883745,1.271681,7.195641
6080.00,6759.168169,306.009479,1794.436921,-1.962309,1.268207,7.175229
6090.00,6739.1777,318.64149,1865.998803,-2.040646,1.264587,7.153985
6100.00,6718.405997,331.236663,1937.344352,-2.118746,1.260821,7.131912
6110.00,6696.855467,343.793542,2008.465297,-2.196601,1.256908,7.109012
6120.00,6674.52861,356.310675,2079.353394,-2.274201,1.252851,7.085287
6130.00,6651.428013,368.786614,2150.000424,-2.351537,1.248649,7.060741
6140.00,6627.556354,381.219917,2220.398196,-2.428601,1.244302,7.035377
